Y	1div10	1	10
   2.5609931e+03	   1.0686002e+01	   1.1805511e+01	   1.6918722e+01	
   2.5906779e+03	   1.0723011e+01	   1.1846397e+01	   1.6977317e+01	
   2.6207067e+03	   1.0760148e+01	   1.1887425e+01	   1.7036115e+01	
   2.6510836e+03	   1.0797414e+01	   1.1928595e+01	   1.7095116e+01	
   2.6818126e+03	   1.0834809e+01	   1.1969907e+01	   1.7154322e+01	
   2.7128978e+03	   1.0872333e+01	   1.2011363e+01	   1.7213733e+01	
   2.7443433e+03	   1.0909988e+01	   1.2052962e+01	   1.7273350e+01	
   2.7761533e+03	   1.0947772e+01	   1.2094705e+01	   1.7333173e+01	
   2.8083320e+03	   1.0985688e+01	   1.2136593e+01	   1.7393203e+01	
   2.8408837e+03	   1.1023735e+01	   1.2178626e+01	   1.7453441e+01	
   2.8738127e+03	   1.1061914e+01	   1.2220805e+01	   1.7513888e+01	
   2.9071234e+03	   1.1100225e+01	   1.2263129e+01	   1.7574544e+01	
   2.9408202e+03	   1.1138668e+01	   1.2305600e+01	   1.7635410e+01	
   2.9749075e+03	   1.1177245e+01	   1.2348219e+01	   1.7696487e+01	
   3.0093900e+03	   1.1215955e+01	   1.2390984e+01	   1.7757776e+01	
   3.0442722e+03	   1.1254800e+01	   1.2433898e+01	   1.7819277e+01	
   3.0795587e+03	   1.1293779e+01	   1.2476961e+01	   1.7880991e+01	
   3.1152542e+03	   1.1332893e+01	   1.2520172e+01	   1.7942918e+01	
   3.1513635e+03	   1.1372142e+01	   1.2563534e+01	   1.8005060e+01	
   3.1878913e+03	   1.1411527e+01	   1.2607045e+01	   1.8067418e+01	
   3.2248425e+03	   1.1451049e+01	   1.2650708e+01	   1.8129991e+01	
   3.2622220e+03	   1.1490708e+01	   1.2694521e+01	   1.8192781e+01	
   3.3000348e+03	   1.1530504e+01	   1.2738486e+01	   1.8255788e+01	
   3.3382859e+03	   1.1570438e+01	   1.2782604e+01	   1.8319014e+01	
   3.3769803e+03	   1.1610510e+01	   1.2826874e+01	   1.8382458e+01	
   3.4161233e+03	   1.1650721e+01	   1.2871297e+01	   1.8446123e+01	
   3.4557199e+03	   1.1691071e+01	   1.2915875e+01	   1.8510007e+01	
   3.4957756e+03	   1.1731561e+01	   1.2960607e+01	   1.8574113e+01	
   3.5362955e+03	   1.1772191e+01	   1.3005493e+01	   1.8638441e+01	
   3.5772851e+03	   1.1812962e+01	   1.3050535e+01	   1.8702992e+01	
   3.6187498e+03	   1.1853874e+01	   1.3095734e+01	   1.8767767e+01	
   3.6606951e+03	   1.1894927e+01	   1.3141088e+01	   1.8832766e+01	
   3.7031267e+03	   1.1936123e+01	   1.3186600e+01	   1.8897989e+01	
   3.7460500e+03	   1.1977462e+01	   1.3232269e+01	   1.8963439e+01	
   3.7894709e+03	   1.2018944e+01	   1.3278097e+01	   1.9029116e+01	
   3.8333951e+03	   1.2060569e+01	   1.3324083e+01	   1.9095019e+01	
   3.8778284e+03	   1.2102339e+01	   1.3370229e+01	   1.9161152e+01	
   3.9227768e+03	   1.2144253e+01	   1.3416534e+01	   1.9227513e+01	
   3.9682461e+03	   1.2186312e+01	   1.3463000e+01	   1.9294104e+01	
   4.0142425e+03	   1.2228517e+01	   1.3509627e+01	   1.9360925e+01	
   4.0607720e+03	   1.2270869e+01	   1.3556415e+01	   1.9427978e+01	
   4.1078409e+03	   1.2313367e+01	   1.3603365e+01	   1.9495264e+01	
   4.1554553e+03	   1.2356012e+01	   1.3650478e+01	   1.9562782e+01	
   4.2036217e+03	   1.2398805e+01	   1.3697754e+01	   1.9630534e+01	
   4.2523463e+03	   1.2441746e+01	   1.3745193e+01	   1.9698521e+01	
   4.3016358e+03	   1.2484835e+01	   1.3792797e+01	   1.9766743e+01	
   4.3514965e+03	   1.2528074e+01	   1.3840566e+01	   1.9835202e+01	
   4.4019352e+03	   1.2571463e+01	   1.3888500e+01	   1.9903897e+01	
   4.4529585e+03	   1.2615002e+01	   1.3936601e+01	   1.9972831e+01	
   4.5045733e+03	   1.2658692e+01	   1.3984868e+01	   2.0042003e+01	
   4.5567863e+03	   1.2702533e+01	   1.4033302e+01	   2.0111415e+01	
   4.6096045e+03	   1.2746526e+01	   1.4081903e+01	   2.0181067e+01	
   4.6630349e+03	   1.2790671e+01	   1.4130674e+01	   2.0250961e+01	
   4.7170847e+03	   1.2834969e+01	   1.4179613e+01	   2.0321096e+01	
   4.7717609e+03	   1.2879421e+01	   1.4228721e+01	   2.0391475e+01	
   4.8270710e+03	   1.2924026e+01	   1.4278000e+01	   2.0462097e+01	
   4.8830221e+03	   1.2968786e+01	   1.4327449e+01	   2.0532964e+01	
   4.9396217e+03	   1.3013701e+01	   1.4377070e+01	   2.0604076e+01	
   4.9968775e+03	   1.3058772e+01	   1.4426862e+01	   2.0675434e+01	
   5.0547968e+03	   1.3103999e+01	   1.4476827e+01	   2.0747040e+01	
   5.1133875e+03	   1.3149382e+01	   1.4526965e+01	   2.0818893e+01	
   5.1726574e+03	   1.3194922e+01	   1.4577276e+01	   2.0890996e+01	
   5.2326142e+03	   1.3240621e+01	   1.4627762e+01	   2.0963348e+01	
   5.2932661e+03	   1.3286477e+01	   1.4678422e+01	   2.1035951e+01	
   5.3546209e+03	   1.3332492e+01	   1.4729258e+01	   2.1108805e+01	
   5.4166869e+03	   1.3378667e+01	   1.4780271e+01	   2.1181912e+01	
   5.4794723e+03	   1.3425002e+01	   1.4831459e+01	   2.1255271e+01	
   5.5429855e+03	   1.3471497e+01	   1.4882825e+01	   2.1328885e+01	
   5.6072349e+03	   1.3518153e+01	   1.4934369e+01	   2.1402754e+01	
   5.6722290e+03	   1.3564971e+01	   1.4986092e+01	   2.1476878e+01	
   5.7379764e+03	   1.3611950e+01	   1.5037993e+01	   2.1551260e+01	
   5.8044859e+03	   1.3659093e+01	   1.5090075e+01	   2.1625898e+01	
   5.8717664e+03	   1.3706399e+01	   1.5142337e+01	   2.1700796e+01	
   5.9398267e+03	   1.3753868e+01	   1.5194779e+01	   2.1775953e+01	
   6.0086759e+03	   1.3801502e+01	   1.5247404e+01	   2.1851370e+01	
   6.0783231e+03	   1.3849301e+01	   1.5300210e+01	   2.1927048e+01	
   6.1487777e+03	   1.3897266e+01	   1.5353200e+01	   2.2002988e+01	
   6.2200488e+03	   1.3945396e+01	   1.5406373e+01	   2.2079192e+01	
   6.2921461e+03	   1.3993694e+01	   1.5459730e+01	   2.2155659e+01	
   6.3650791e+03	   1.4042158e+01	   1.5513272e+01	   2.2232391e+01	
   6.4388574e+03	   1.4090791e+01	   1.5566999e+01	   2.2309389e+01	
   6.5134909e+03	   1.4139592e+01	   1.5620913e+01	   2.2386653e+01	
   6.5889896e+03	   1.4188562e+01	   1.5675013e+01	   2.2464185e+01	
   6.6653633e+03	   1.4237701e+01	   1.5729301e+01	   2.2541986e+01	
   6.7426222e+03	   1.4287011e+01	   1.5783776e+01	   2.2620056e+01	
   6.8207767e+03	   1.4336491e+01	   1.5838440e+01	   2.2698397e+01	
   6.8998371e+03	   1.4386143e+01	   1.5893294e+01	   2.2777008e+01	
   6.9798139e+03	   1.4435967e+01	   1.5948337e+01	   2.2855892e+01	
   7.0607177e+03	   1.4485963e+01	   1.6003572e+01	   2.2935050e+01	
   7.1425593e+03	   1.4536133e+01	   1.6058997e+01	   2.3014481e+01	
   7.2253495e+03	   1.4586476e+01	   1.6114615e+01	   2.3094188e+01	
   7.3090993e+03	   1.4636994e+01	   1.6170425e+01	   2.3174170e+01	
   7.3938199e+03	   1.4687686e+01	   1.6226428e+01	   2.3254430e+01	
   7.4795225e+03	   1.4738554e+01	   1.6282625e+01	   2.3334967e+01	
   7.5662185e+03	   1.4789599e+01	   1.6339017e+01	   2.3415783e+01	
   7.6539194e+03	   1.4840820e+01	   1.6395604e+01	   2.3496880e+01	
   7.7426368e+03	   1.4892218e+01	   1.6452388e+01	   2.3578257e+01	
   7.8323826e+03	   1.4943795e+01	   1.6509367e+01	   2.3659916e+01	
   7.9231686e+03	   1.4995550e+01	   1.6566545e+01	   2.3741858e+01	
   8.0150070e+03	   1.5047484e+01	   1.6623920e+01	   2.3824083e+01	
   8.1079098e+03	   1.5099599e+01	   1.6681494e+01	   2.3906594e+01	
   8.2018895e+03	   1.5151893e+01	   1.6739267e+01	   2.3989390e+01	
   8.2969585e+03	   1.5204369e+01	   1.6797240e+01	   2.4072473e+01	
   8.3931295e+03	   1.5257027e+01	   1.6855415e+01	   2.4155843e+01	
   8.4904152e+03	   1.5309867e+01	   1.6913790e+01	   2.4239503e+01	
   8.5888286e+03	   1.5362890e+01	   1.6972368e+01	   2.4323452e+01	
   8.6883826e+03	   1.5416096e+01	   1.7031149e+01	   2.4407692e+01	
   8.7890907e+03	   1.5469487e+01	   1.7090133e+01	   2.4492223e+01	
   8.8909660e+03	   1.5523063e+01	   1.7149322e+01	   2.4577048e+01	
   8.9940222e+03	   1.5576824e+01	   1.7208715e+01	   2.4662166e+01	
   9.0982729e+03	   1.5630772e+01	   1.7268315e+01	   2.4747579e+01	
   9.2037320e+03	   1.5684906e+01	   1.7328120e+01	   2.4833288e+01	
   9.3104135e+03	   1.5739228e+01	   1.7388133e+01	   2.4919293e+01	
   9.4183315e+03	   1.5793738e+01	   1.7448354e+01	   2.5005597e+01	
   9.5275005e+03	   1.5848436e+01	   1.7508783e+01	   2.5092199e+01	
   9.6379348e+03	   1.5903325e+01	   1.7569421e+01	   2.5179101e+01	
   9.7496492e+03	   1.5958403e+01	   1.7630270e+01	   2.5266305e+01	
   9.8626585e+03	   1.6013672e+01	   1.7691329e+01	   2.5353810e+01	
   9.9769776e+03	   1.6069132e+01	   1.7752600e+01	   2.5441618e+01	
   1.0092622e+04	   1.6124785e+01	   1.7814083e+01	   2.5529731e+01	
   1.0209607e+04	   1.6180630e+01	   1.7875779e+01	   2.5618148e+01	
   1.0327947e+04	   1.6236669e+01	   1.7937688e+01	   2.5706872e+01	
   1.0447660e+04	   1.6292902e+01	   1.7999812e+01	   2.5795903e+01	
   1.0568760e+04	   1.6349329e+01	   1.8062151e+01	   2.5885242e+01	
   1.0691263e+04	   1.6405952e+01	   1.8124706e+01	   2.5974891e+01	
   1.0815187e+04	   1.6462771e+01	   1.8187478e+01	   2.6064851e+01	
   1.0940547e+04	   1.6519787e+01	   1.8250467e+01	   2.6155121e+01	
   1.1067360e+04	   1.6577000e+01	   1.8313674e+01	   2.6245705e+01	
   1.1195643e+04	   1.6634412e+01	   1.8377100e+01	   2.6336602e+01	
   1.1325413e+04	   1.6692022e+01	   1.8440746e+01	   2.6427814e+01	
   1.1456687e+04	   1.6749832e+01	   1.8504612e+01	   2.6519342e+01	
   1.1589483e+04	   1.6807842e+01	   1.8568699e+01	   2.6611187e+01	
   1.1723818e+04	   1.6866053e+01	   1.8633009e+01	   2.6703350e+01	
   1.1859710e+04	   1.6924465e+01	   1.8697541e+01	   2.6795832e+01	
   1.1997177e+04	   1.6983080e+01	   1.8762296e+01	   2.6888635e+01	
   1.2136238e+04	   1.7041898e+01	   1.8827276e+01	   2.6981759e+01	
   1.2276910e+04	   1.7100919e+01	   1.8892481e+01	   2.7075205e+01	
   1.2419214e+04	   1.7160145e+01	   1.8957912e+01	   2.7168975e+01	
   1.2563166e+04	   1.7219576e+01	   1.9023569e+01	   2.7263070e+01	
   1.2708787e+04	   1.7279213e+01	   1.9089454e+01	   2.7357491e+01	
   1.2856096e+04	   1.7339056e+01	   1.9155566e+01	   2.7452238e+01	
   1.3005113e+04	   1.7399107e+01	   1.9221908e+01	   2.7547314e+01	
   1.3155856e+04	   1.7459366e+01	   1.9288480e+01	   2.7642719e+01	
   1.3308347e+04	   1.7519833e+01	   1.9355282e+01	   2.7738455e+01	
   1.3462606e+04	   1.7580510e+01	   1.9422315e+01	   2.7834522e+01	
   1.3618652e+04	   1.7641397e+01	   1.9489581e+01	   2.7930922e+01	
   1.3776508e+04	   1.7702495e+01	   1.9557080e+01	   2.8027656e+01	
   1.3936193e+04	   1.7763804e+01	   1.9624812e+01	   2.8124724e+01	
   1.4097729e+04	   1.7825326e+01	   1.9692779e+01	   2.8222129e+01	
   1.4261137e+04	   1.7887060e+01	   1.9760981e+01	   2.8319871e+01	
   1.4426440e+04	   1.7949009e+01	   1.9829420e+01	   2.8417952e+01	
   1.4593658e+04	   1.8011172e+01	   1.9898096e+01	   2.8516373e+01	
   1.4762815e+04	   1.8073551e+01	   1.9967009e+01	   2.8615134e+01	
   1.4933932e+04	   1.8136145e+01	   2.0036161e+01	   2.8714237e+01	
   1.5107033e+04	   1.8198956e+01	   2.0105553e+01	   2.8813684e+01	
   1.5282140e+04	   1.8261985e+01	   2.0175185e+01	   2.8913475e+01	
   1.5459277e+04	   1.8325232e+01	   2.0245058e+01	   2.9013611e+01	
   1.5638468e+04	   1.8388698e+01	   2.0315173e+01	   2.9114095e+01	
   1.5819735e+04	   1.8452384e+01	   2.0385531e+01	   2.9214926e+01	
   1.6003103e+04	   1.8516291e+01	   2.0456132e+01	   2.9316107e+01	
   1.6188597e+04	   1.8580418e+01	   2.0526978e+01	   2.9417638e+01	
   1.6376241e+04	   1.8644768e+01	   2.0598070e+01	   2.9519520e+01	
   1.6566060e+04	   1.8709341e+01	   2.0669408e+01	   2.9621756e+01	
   1.6758079e+04	   1.8774138e+01	   2.0740992e+01	   2.9724345e+01	
   1.6952323e+04	   1.8839158e+01	   2.0812825e+01	   2.9827290e+01	
   1.7148820e+04	   1.8904404e+01	   2.0884906e+01	   2.9930592e+01	
   1.7347594e+04	   1.8969876e+01	   2.0957238e+01	   3.0034251e+01	
   1.7548671e+04	   1.9035575e+01	   2.1029819e+01	   3.0138269e+01	
   1.7752080e+04	   1.9101501e+01	   2.1102652e+01	   3.0242647e+01	
   1.7957846e+04	   1.9167656e+01	   2.1175737e+01	   3.0347387e+01	
   1.8165998e+04	   1.9234040e+01	   2.1249076e+01	   3.0452490e+01	
   1.8376562e+04	   1.9300653e+01	   2.1322668e+01	   3.0557957e+01	
   1.8589567e+04	   1.9367497e+01	   2.1396515e+01	   3.0663788e+01	
   1.8805041e+04	   1.9434573e+01	   2.1470618e+01	   3.0769987e+01	
   1.9023012e+04	   1.9501881e+01	   2.1544978e+01	   3.0876553e+01	
   1.9243510e+04	   1.9569423e+01	   2.1619595e+01	   3.0983489e+01	
   1.9466563e+04	   1.9637198e+01	   2.1694470e+01	   3.1090794e+01	
   1.9692203e+04	   1.9705208e+01	   2.1769605e+01	   3.1198472e+01	
   1.9920457e+04	   1.9773453e+01	   2.1845000e+01	   3.1306522e+01	
   2.0151357e+04	   1.9841935e+01	   2.1920656e+01	   3.1414946e+01	
   2.0384934e+04	   1.9910654e+01	   2.1996575e+01	   3.1523746e+01	
   2.0621218e+04	   1.9979611e+01	   2.2072756e+01	   3.1632923e+01	
   2.0860241e+04	   2.0048806e+01	   2.2149201e+01	   3.1742478e+01	
   2.1102034e+04	   2.0118242e+01	   2.2225911e+01	   3.1852412e+01	
   2.1346630e+04	   2.0187918e+01	   2.2302886e+01	   3.1962727e+01	
   2.1594062e+04	   2.0257835e+01	   2.2380128e+01	   3.2073424e+01	
   2.1844361e+04	   2.0327994e+01	   2.2457637e+01	   3.2184505e+01	
   2.2097561e+04	   2.0398397e+01	   2.2535415e+01	   3.2295970e+01	
   2.2353696e+04	   2.0469043e+01	   2.2613463e+01	   3.2407821e+01	
   2.2612801e+04	   2.0539934e+01	   2.2691780e+01	   3.2520060e+01	
   2.2874908e+04	   2.0611070e+01	   2.2770369e+01	   3.2632687e+01	
   2.3140054e+04	   2.0682453e+01	   2.2849230e+01	   3.2745705e+01	
   2.3408273e+04	   2.0754082e+01	   2.2928364e+01	   3.2859113e+01	
   2.3679601e+04	   2.0825960e+01	   2.3007773e+01	   3.2972915e+01	
   2.3954074e+04	   2.0898087e+01	   2.3087456e+01	   3.3087111e+01	
   2.4231728e+04	   2.0970464e+01	   2.3167415e+01	   3.3201702e+01	
   2.4512601e+04	   2.1043092e+01	   2.3247651e+01	   3.3316690e+01	
   2.4796729e+04	   2.1115970e+01	   2.3328165e+01	   3.3432076e+01	
   2.5084151e+04	   2.1189102e+01	   2.3408958e+01	   3.3547862e+01	
   2.5374904e+04	   2.1262486e+01	   2.3490031e+01	   3.3664049e+01	
   2.5669027e+04	   2.1336125e+01	   2.3571384e+01	   3.3780638e+01	
   2.5966560e+04	   2.1410019e+01	   2.3653019e+01	   3.3897632e+01	
   2.6267541e+04	   2.1484169e+01	   2.3734937e+01	   3.4015030e+01	
   2.6572011e+04	   2.1558575e+01	   2.3817139e+01	   3.4132835e+01	
   2.6880010e+04	   2.1633239e+01	   2.3899625e+01	   3.4251048e+01	
   2.7191579e+04	   2.1708162e+01	   2.3982397e+01	   3.4369670e+01	
   2.7506760e+04	   2.1783344e+01	   2.4065456e+01	   3.4488703e+01	
   2.7825594e+04	   2.1858787e+01	   2.4148802e+01	   3.4608148e+01	
   2.8148124e+04	   2.1934491e+01	   2.4232437e+01	   3.4728007e+01	
   2.8474392e+04	   2.2010457e+01	   2.4316362e+01	   3.4848281e+01	
   2.8804442e+04	   2.2086686e+01	   2.4400577e+01	   3.4968972e+01	
   2.9138317e+04	   2.2163180e+01	   2.4485084e+01	   3.5090081e+01	
   2.9476063e+04	   2.2239938e+01	   2.4569884e+01	   3.5211609e+01	
   2.9817723e+04	   2.2316962e+01	   2.4654977e+01	   3.5333558e+01	
   3.0163343e+04	   2.2394253e+01	   2.4740365e+01	   3.5455929e+01	
   3.0512970e+04	   2.2471811e+01	   2.4826049e+01	   3.5578725e+01	
   3.0866649e+04	   2.2549638e+01	   2.4912030e+01	   3.5701945e+01	
   3.1224428e+04	   2.2627735e+01	   2.4998308e+01	   3.5825592e+01	
   3.1586354e+04	   2.2706102e+01	   2.5084885e+01	   3.5949668e+01	
   3.1952475e+04	   2.2784740e+01	   2.5171762e+01	   3.6074173e+01	
   3.2322840e+04	   2.2863651e+01	   2.5258940e+01	   3.6199109e+01	
   3.2697497e+04	   2.2942835e+01	   2.5346420e+01	   3.6324478e+01	
   3.3076498e+04	   2.3022293e+01	   2.5434202e+01	   3.6450281e+01	
   3.3459891e+04	   2.3102027e+01	   2.5522289e+01	   3.6576520e+01	
   3.3847729e+04	   2.3182037e+01	   2.5610681e+01	   3.6703196e+01	
   3.4240061e+04	   2.3262323e+01	   2.5699379e+01	   3.6830311e+01	
   3.4636942e+04	   2.3342888e+01	   2.5788384e+01	   3.6957866e+01	
   3.5038422e+04	   2.3423732e+01	   2.5877697e+01	   3.7085863e+01	
   3.5444557e+04	   2.3504856e+01	   2.5967320e+01	   3.7214303e+01	
   3.5855399e+04	   2.3586261e+01	   2.6057253e+01	   3.7343188e+01	
   3.6271003e+04	   2.3667947e+01	   2.6147498e+01	   3.7472520e+01	
   3.6691424e+04	   2.3749917e+01	   2.6238055e+01	   3.7602299e+01	
   3.7116718e+04	   2.3832171e+01	   2.6328925e+01	   3.7732528e+01	
   3.7546942e+04	   2.3914709e+01	   2.6420111e+01	   3.7863208e+01	
   3.7982153e+04	   2.3997533e+01	   2.6511612e+01	   3.7994340e+01	
   3.8422408e+04	   2.4080644e+01	   2.6603430e+01	   3.8125926e+01	
   3.8867767e+04	   2.4164043e+01	   2.6695566e+01	   3.8257969e+01	
   3.9318288e+04	   2.4247731e+01	   2.6788022e+01	   3.8390468e+01	
   3.9774030e+04	   2.4331709e+01	   2.6880797e+01	   3.8523427e+01	
   4.0235055e+04	   2.4415977e+01	   2.6973894e+01	   3.8656845e+01	
   4.0701425e+04	   2.4500537e+01	   2.7067313e+01	   3.8790726e+01	
   4.1173199e+04	   2.4585391e+01	   2.7161056e+01	   3.8925071e+01	
   4.1650442e+04	   2.4670538e+01	   2.7255123e+01	   3.9059881e+01	
   4.2133217e+04	   2.4755980e+01	   2.7349516e+01	   3.9195158e+01	
   4.2621588e+04	   2.4841717e+01	   2.7444237e+01	   3.9330903e+01	
   4.3115620e+04	   2.4927752e+01	   2.7539285e+01	   3.9467119e+01	
   4.3615378e+04	   2.5014085e+01	   2.7634662e+01	   3.9603806e+01	
   4.4120929e+04	   2.5100717e+01	   2.7730370e+01	   3.9740966e+01	
   4.4632339e+04	   2.5187648e+01	   2.7826409e+01	   3.9878602e+01	
   4.5149678e+04	   2.5274881e+01	   2.7922780e+01	   4.0016714e+01	
   4.5673013e+04	   2.5362416e+01	   2.8019486e+01	   4.0155305e+01	
   4.6202414e+04	   2.5450254e+01	   2.8116526e+01	   4.0294376e+01	
   4.6737951e+04	   2.5538397e+01	   2.8213903e+01	   4.0433928e+01	
   4.7279696e+04	   2.5626844e+01	   2.8311616e+01	   4.0573963e+01	
   4.7827720e+04	   2.5715598e+01	   2.8409669e+01	   4.0714484e+01	
   4.8382097e+04	   2.5804660e+01	   2.8508060e+01	   4.0855491e+01	
   4.8942899e+04	   2.5894029e+01	   2.8606793e+01	   4.0996987e+01	
   4.9510202e+04	   2.5983709e+01	   2.8705867e+01	   4.1138972e+01	
   5.0084080e+04	   2.6073698e+01	   2.8805285e+01	   4.1281450e+01	
   5.0664610e+04	   2.6164000e+01	   2.8905047e+01	   4.1424420e+01	
   5.1251869e+04	   2.6254614e+01	   2.9005154e+01	   4.1567886e+01	
   5.1845935e+04	   2.6345542e+01	   2.9105608e+01	   4.1711849e+01	
   5.2446887e+04	   2.6436785e+01	   2.9206410e+01	   4.1856311e+01	
   5.3054805e+04	   2.6528344e+01	   2.9307561e+01	   4.2001272e+01	
   5.3669769e+04	   2.6620220e+01	   2.9409063e+01	   4.2146736e+01	
   5.4291862e+04	   2.6712415e+01	   2.9510916e+01	   4.2292704e+01	
   5.4921165e+04	   2.6804928e+01	   2.9613121e+01	   4.2439177e+01	
   5.5557762e+04	   2.6897762e+01	   2.9715681e+01	   4.2586157e+01	
   5.6201738e+04	   2.6990918e+01	   2.9818596e+01	   4.2733647e+01	
   5.6853179e+04	   2.7084396e+01	   2.9921867e+01	   4.2881647e+01	
   5.7512171e+04	   2.7178198e+01	   3.0025496e+01	   4.3030160e+01	
   5.8178801e+04	   2.7272325e+01	   3.0129484e+01	   4.3179187e+01	
   5.8853158e+04	   2.7366777e+01	   3.0233832e+01	   4.3328730e+01	
   5.9535331e+04	   2.7461557e+01	   3.0338541e+01	   4.3478791e+01	
   6.0225412e+04	   2.7556665e+01	   3.0443613e+01	   4.3629372e+01	
   6.0923492e+04	   2.7652103e+01	   3.0549049e+01	   4.3780475e+01	
   6.1629663e+04	   2.7747871e+01	   3.0654850e+01	   4.3932100e+01	
   6.2344019e+04	   2.7843971e+01	   3.0761018e+01	   4.4084251e+01	
   6.3066655e+04	   2.7940403e+01	   3.0867553e+01	   4.4236929e+01	
   6.3797668e+04	   2.8037170e+01	   3.0974457e+01	   4.4390136e+01	
   6.4537154e+04	   2.8134271e+01	   3.1081732e+01	   4.4543873e+01	
   6.5285211e+04	   2.8231709e+01	   3.1189378e+01	   4.4698142e+01	
   6.6041940e+04	   2.8329485e+01	   3.1297396e+01	   4.4852946e+01	
   6.6807439e+04	   2.8427599e+01	   3.1405789e+01	   4.5008286e+01	
   6.7581812e+04	   2.8526052e+01	   3.1514557e+01	   4.5164164e+01	
   6.8365160e+04	   2.8624847e+01	   3.1623702e+01	   4.5320582e+01	
   6.9157588e+04	   2.8723984e+01	   3.1733225e+01	   4.5477542e+01	
   6.9959202e+04	   2.8823465e+01	   3.1843128e+01	   4.5635045e+01	
   7.0770107e+04	   2.8923289e+01	   3.1953411e+01	   4.5793094e+01	
   7.1590411e+04	   2.9023460e+01	   3.2064075e+01	   4.5951690e+01	
   7.2420223e+04	   2.9123977e+01	   3.2175123e+01	   4.6110835e+01	
   7.3259654e+04	   2.9224843e+01	   3.2286556e+01	   4.6270532e+01	
   7.4108815e+04	   2.9326058e+01	   3.2398375e+01	   4.6430781e+01	
   7.4967819e+04	   2.9427623e+01	   3.2510581e+01	   4.6591586e+01	
   7.5836779e+04	   2.9529541e+01	   3.2623175e+01	   4.6752947e+01	
   7.6715812e+04	   2.9631811e+01	   3.2736160e+01	   4.6914868e+01	
   7.7605033e+04	   2.9734435e+01	   3.2849535e+01	   4.7077349e+01	
   7.8504562e+04	   2.9837415e+01	   3.2963304e+01	   4.7240393e+01	
   7.9414517e+04	   2.9940752e+01	   3.3077466e+01	   4.7404001e+01	
   8.0335020e+04	   3.0044446e+01	   3.3192024e+01	   4.7568176e+01	
   8.1266192e+04	   3.0148499e+01	   3.3306979e+01	   4.7732920e+01	
   8.2208158e+04	   3.0252913e+01	   3.3422331e+01	   4.7898234e+01	
   8.3161042e+04	   3.0357689e+01	   3.3538083e+01	   4.8064121e+01	
   8.4124970e+04	   3.0462827e+01	   3.3654236e+01	   4.8230583e+01	
   8.5100072e+04	   3.0568330e+01	   3.3770792e+01	   4.8397620e+01	
   8.6086477e+04	   3.0674197e+01	   3.3887751e+01	   4.8565237e+01	
   8.7084315e+04	   3.0780432e+01	   3.4005115e+01	   4.8733434e+01	
   8.8093719e+04	   3.0887034e+01	   3.4122885e+01	   4.8902213e+01	
   8.9114823e+04	   3.0994006e+01	   3.4241064e+01	   4.9071577e+01	
   9.0147763e+04	   3.1101348e+01	   3.4359652e+01	   4.9241527e+01	
   9.1192676e+04	   3.1209062e+01	   3.4478650e+01	   4.9412067e+01	
   9.2249701e+04	   3.1317149e+01	   3.4598061e+01	   4.9583196e+01	
   9.3318977e+04	   3.1425610e+01	   3.4717885e+01	   4.9754919e+01	
   9.4400648e+04	   3.1534447e+01	   3.4838124e+01	   4.9927236e+01	
   9.5494856e+04	   3.1643661e+01	   3.4958779e+01	   5.0100150e+01	
   9.6601748e+04	   3.1753253e+01	   3.5079853e+01	   5.0273663e+01	
   9.7721470e+04	   3.1863225e+01	   3.5201345e+01	   5.0447776e+01	
   9.8854170e+04	   3.1973577e+01	   3.5323259e+01	   5.0622493e+01	
   1.0000000e+05	   3.2084312e+01	   3.5445594e+01	   5.0797815e+01	
