Y	1div10	1	10
   5.0315489e+01	   3.2870267e+00	   3.6313890e+00	   5.2042187e+00	
   5.0898702e+01	   3.2984108e+00	   3.6439657e+00	   5.2222426e+00	
   5.1488675e+01	   3.3098342e+00	   3.6565859e+00	   5.2403289e+00	
   5.2085486e+01	   3.3212972e+00	   3.6692498e+00	   5.2584778e+00	
   5.2689214e+01	   3.3327999e+00	   3.6819576e+00	   5.2766896e+00	
   5.3299941e+01	   3.3443425e+00	   3.6947094e+00	   5.2949644e+00	
   5.3917746e+01	   3.3559250e+00	   3.7075053e+00	   5.3133026e+00	
   5.4542713e+01	   3.3675476e+00	   3.7203456e+00	   5.3317042e+00	
   5.5174924e+01	   3.3792105e+00	   3.7332303e+00	   5.3501696e+00	
   5.5814462e+01	   3.3909138e+00	   3.7461597e+00	   5.3686990e+00	
   5.6461414e+01	   3.4026576e+00	   3.7591339e+00	   5.3872925e+00	
   5.7115865e+01	   3.4144421e+00	   3.7721529e+00	   5.4059504e+00	
   5.7777901e+01	   3.4262674e+00	   3.7852171e+00	   5.4246729e+00	
   5.8447611e+01	   3.4381337e+00	   3.7983265e+00	   5.4434603e+00	
   5.9125084e+01	   3.4500410e+00	   3.8114813e+00	   5.4623127e+00	
   5.9810410e+01	   3.4619896e+00	   3.8246817e+00	   5.4812305e+00	
   6.0503679e+01	   3.4739796e+00	   3.8379278e+00	   5.5002137e+00	
   6.1204984e+01	   3.4860111e+00	   3.8512198e+00	   5.5192627e+00	
   6.1914418e+01	   3.4980843e+00	   3.8645578e+00	   5.5383777e+00	
   6.2632075e+01	   3.5101992e+00	   3.8779419e+00	   5.5575588e+00	
   6.3358050e+01	   3.5223562e+00	   3.8913725e+00	   5.5768064e+00	
   6.4092440e+01	   3.5345552e+00	   3.9048496e+00	   5.5961207e+00	
   6.4835343e+01	   3.5467965e+00	   3.9183733e+00	   5.6155018e+00	
   6.5586857e+01	   3.5590802e+00	   3.9319439e+00	   5.6349501e+00	
   6.6347081e+01	   3.5714064e+00	   3.9455614e+00	   5.6544657e+00	
   6.7116118e+01	   3.5837753e+00	   3.9592262e+00	   5.6740489e+00	
   6.7894068e+01	   3.5961871e+00	   3.9729382e+00	   5.6937000e+00	
   6.8681036e+01	   3.6086418e+00	   3.9866978e+00	   5.7134191e+00	
   6.9477125e+01	   3.6211397e+00	   4.0005050e+00	   5.7332065e+00	
   7.0282443e+01	   3.6336809e+00	   4.0143600e+00	   5.7530624e+00	
   7.1097094e+01	   3.6462655e+00	   4.0282630e+00	   5.7729871e+00	
   7.1921189e+01	   3.6588936e+00	   4.0422142e+00	   5.7929808e+00	
   7.2754835e+01	   3.6715655e+00	   4.0562137e+00	   5.8130437e+00	
   7.3598145e+01	   3.6842814e+00	   4.0702616e+00	   5.8331761e+00	
   7.4451229e+01	   3.6970412e+00	   4.0843582e+00	   5.8533783e+00	
   7.5314202e+01	   3.7098452e+00	   4.0985037e+00	   5.8736504e+00	
   7.6187177e+01	   3.7226936e+00	   4.1126981e+00	   5.8939927e+00	
   7.7070271e+01	   3.7355865e+00	   4.1269417e+00	   5.9144055e+00	
   7.7963601e+01	   3.7485240e+00	   4.1412346e+00	   5.9348890e+00	
   7.8867286e+01	   3.7615063e+00	   4.1555770e+00	   5.9554434e+00	
   7.9781446e+01	   3.7745336e+00	   4.1699691e+00	   5.9760690e+00	
   8.0706201e+01	   3.7876060e+00	   4.1844110e+00	   5.9967660e+00	
   8.1641676e+01	   3.8007237e+00	   4.1989030e+00	   6.0175347e+00	
   8.2587994e+01	   3.8138868e+00	   4.2134451e+00	   6.0383753e+00	
   8.3545281e+01	   3.8270955e+00	   4.2280376e+00	   6.0592882e+00	
   8.4513663e+01	   3.8403500e+00	   4.2426806e+00	   6.0802734e+00	
   8.5493271e+01	   3.8536503e+00	   4.2573744e+00	   6.1013313e+00	
   8.6484233e+01	   3.8669968e+00	   4.2721190e+00	   6.1224622e+00	
   8.7486681e+01	   3.8803894e+00	   4.2869147e+00	   6.1436662e+00	
   8.8500749e+01	   3.8938284e+00	   4.3017617e+00	   6.1649437e+00	
   8.9526571e+01	   3.9073140e+00	   4.3166601e+00	   6.1862949e+00	
   9.0564284e+01	   3.9208463e+00	   4.3316100e+00	   6.2077200e+00	
   9.1614025e+01	   3.9344254e+00	   4.3466118e+00	   6.2292193e+00	
   9.2675933e+01	   3.9480516e+00	   4.3616655e+00	   6.2507930e+00	
   9.3750150e+01	   3.9617249e+00	   4.3767713e+00	   6.2724415e+00	
   9.4836819e+01	   3.9754457e+00	   4.3919295e+00	   6.2941650e+00	
   9.5936083e+01	   3.9892139e+00	   4.4071401e+00	   6.3159637e+00	
   9.7048089e+01	   4.0030298e+00	   4.4224035e+00	   6.3378379e+00	
   9.8172984e+01	   4.0168936e+00	   4.4377196e+00	   6.3597878e+00	
   9.9310918e+01	   4.0308054e+00	   4.4530889e+00	   6.3818138e+00	
   1.0046204e+02	   4.0447653e+00	   4.4685113e+00	   6.4039161e+00	
   1.0162651e+02	   4.0587736e+00	   4.4839872e+00	   6.4260949e+00	
   1.0280447e+02	   4.0728305e+00	   4.4995167e+00	   6.4483505e+00	
   1.0399609e+02	   4.0869360e+00	   4.5151000e+00	   6.4706832e+00	
   1.0520152e+02	   4.1010903e+00	   4.5307372e+00	   6.4930932e+00	
   1.0642092e+02	   4.1152937e+00	   4.5464286e+00	   6.5155808e+00	
   1.0765446e+02	   4.1295463e+00	   4.5621743e+00	   6.5381464e+00	
   1.0890230e+02	   4.1438482e+00	   4.5779746e+00	   6.5607901e+00	
   1.1016459e+02	   4.1581997e+00	   4.5938295e+00	   6.5835122e+00	
   1.1144153e+02	   4.1726008e+00	   4.6097394e+00	   6.6063130e+00	
   1.1273326e+02	   4.1870519e+00	   4.6257044e+00	   6.6291927e+00	
   1.1403996e+02	   4.2015530e+00	   4.6417247e+00	   6.6521517e+00	
   1.1536181e+02	   4.2161043e+00	   4.6578005e+00	   6.6751903e+00	
   1.1669898e+02	   4.2307060e+00	   4.6739319e+00	   6.6983086e+00	
   1.1805165e+02	   4.2453583e+00	   4.6901193e+00	   6.7215069e+00	
   1.1942000e+02	   4.2600613e+00	   4.7063626e+00	   6.7447857e+00	
   1.2080421e+02	   4.2748153e+00	   4.7226623e+00	   6.7681450e+00	
   1.2220447e+02	   4.2896203e+00	   4.7390184e+00	   6.7915852e+00	
   1.2362095e+02	   4.3044766e+00	   4.7554311e+00	   6.8151067e+00	
   1.2505386e+02	   4.3193844e+00	   4.7719007e+00	   6.8387096e+00	
   1.2650337e+02	   4.3343438e+00	   4.7884273e+00	   6.8623942e+00	
   1.2796969e+02	   4.3493550e+00	   4.8050111e+00	   6.8861608e+00	
   1.2945300e+02	   4.3644182e+00	   4.8216524e+00	   6.9100098e+00	
   1.3095350e+02	   4.3795336e+00	   4.8383513e+00	   6.9339414e+00	
   1.3247140e+02	   4.3947013e+00	   4.8551081e+00	   6.9579558e+00	
   1.3400689e+02	   4.4099216e+00	   4.8719229e+00	   6.9820534e+00	
   1.3556018e+02	   4.4251945e+00	   4.8887959e+00	   7.0062345e+00	
   1.3713147e+02	   4.4405204e+00	   4.9057273e+00	   7.0304993e+00	
   1.3872098e+02	   4.4558993e+00	   4.9227174e+00	   7.0548482e+00	
   1.4032891e+02	   4.4713315e+00	   4.9397664e+00	   7.0792814e+00	
   1.4195548e+02	   4.4868172e+00	   4.9568743e+00	   7.1037992e+00	
   1.4360090e+02	   4.5023564e+00	   4.9740416e+00	   7.1284019e+00	
   1.4526539e+02	   4.5179495e+00	   4.9912683e+00	   7.1530898e+00	
   1.4694918e+02	   4.5335966e+00	   5.0085546e+00	   7.1778632e+00	
   1.4865248e+02	   4.5492979e+00	   5.0259008e+00	   7.2027225e+00	
   1.5037553e+02	   4.5650536e+00	   5.0433071e+00	   7.2276678e+00	
   1.5211855e+02	   4.5808638e+00	   5.0607737e+00	   7.2526995e+00	
   1.5388178e+02	   4.5967288e+00	   5.0783008e+00	   7.2778179e+00	
   1.5566544e+02	   4.6126488e+00	   5.0958886e+00	   7.3030233e+00	
   1.5746977e+02	   4.6286238e+00	   5.1135372e+00	   7.3283160e+00	
   1.5929502e+02	   4.6446542e+00	   5.1312471e+00	   7.3536963e+00	
   1.6114143e+02	   4.6607401e+00	   5.1490182e+00	   7.3791645e+00	
   1.6300924e+02	   4.6768818e+00	   5.1668509e+00	   7.4047209e+00	
   1.6489869e+02	   4.6930793e+00	   5.1847453e+00	   7.4303658e+00	
   1.6681005e+02	   4.7093329e+00	   5.2027018e+00	   7.4560995e+00	
   1.6874357e+02	   4.7256428e+00	   5.2207204e+00	   7.4819224e+00	
   1.7069949e+02	   4.7420093e+00	   5.2388014e+00	   7.5078347e+00	
   1.7267809e+02	   4.7584323e+00	   5.2569450e+00	   7.5338367e+00	
   1.7467962e+02	   4.7749123e+00	   5.2751515e+00	   7.5599288e+00	
   1.7670435e+02	   4.7914494e+00	   5.2934210e+00	   7.5861112e+00	
   1.7875255e+02	   4.8080437e+00	   5.3117538e+00	   7.6123843e+00	
   1.8082449e+02	   4.8246955e+00	   5.3301501e+00	   7.6387484e+00	
   1.8292045e+02	   4.8414049e+00	   5.3486101e+00	   7.6652038e+00	
   1.8504070e+02	   4.8581722e+00	   5.3671341e+00	   7.6917509e+00	
   1.8718553e+02	   4.8749976e+00	   5.3857222e+00	   7.7183899e+00	
   1.8935522e+02	   4.8918813e+00	   5.4043746e+00	   7.7451211e+00	
   1.9155006e+02	   4.9088234e+00	   5.4230917e+00	   7.7719449e+00	
   1.9377033e+02	   4.9258243e+00	   5.4418736e+00	   7.7988616e+00	
   1.9601635e+02	   4.9428840e+00	   5.4607205e+00	   7.8258716e+00	
   1.9828839e+02	   4.9600027e+00	   5.4796328e+00	   7.8529751e+00	
   2.0058678e+02	   4.9771808e+00	   5.4986105e+00	   7.8801724e+00	
   2.0291180e+02	   4.9944184e+00	   5.5176539e+00	   7.9074640e+00	
   2.0526378e+02	   5.0117156e+00	   5.5367633e+00	   7.9348500e+00	
   2.0764301e+02	   5.0290728e+00	   5.5559389e+00	   7.9623310e+00	
   2.1004982e+02	   5.0464901e+00	   5.5751809e+00	   7.9899070e+00	
   2.1248454e+02	   5.0639677e+00	   5.5944895e+00	   8.0175786e+00	
   2.1494747e+02	   5.0815058e+00	   5.6138650e+00	   8.0453461e+00	
   2.1743895e+02	   5.0991047e+00	   5.6333076e+00	   8.0732097e+00	
   2.1995931e+02	   5.1167645e+00	   5.6528175e+00	   8.1011698e+00	
   2.2250888e+02	   5.1344855e+00	   5.6723950e+00	   8.1292267e+00	
   2.2508801e+02	   5.1522679e+00	   5.6920403e+00	   8.1573808e+00	
   2.2769703e+02	   5.1701118e+00	   5.7117537e+00	   8.1856324e+00	
   2.3033629e+02	   5.1880175e+00	   5.7315353e+00	   8.2139818e+00	
   2.3300614e+02	   5.2059853e+00	   5.7513855e+00	   8.2424295e+00	
   2.3570694e+02	   5.2240153e+00	   5.7713043e+00	   8.2709756e+00	
   2.3843905e+02	   5.2421077e+00	   5.7912922e+00	   8.2996207e+00	
   2.4120282e+02	   5.2602628e+00	   5.8113493e+00	   8.3283649e+00	
   2.4399863e+02	   5.2784808e+00	   5.8314758e+00	   8.3572087e+00	
   2.4682685e+02	   5.2967618e+00	   5.8516721e+00	   8.3861523e+00	
   2.4968784e+02	   5.3151062e+00	   5.8719383e+00	   8.4151963e+00	
   2.5258200e+02	   5.3335141e+00	   5.8922747e+00	   8.4443408e+00	
   2.5550971e+02	   5.3519858e+00	   5.9126815e+00	   8.4735862e+00	
   2.5847135e+02	   5.3705214e+00	   5.9331590e+00	   8.5029329e+00	
   2.6146732e+02	   5.3891212e+00	   5.9537074e+00	   8.5323813e+00	
   2.6449802e+02	   5.4077855e+00	   5.9743270e+00	   8.5619317e+00	
   2.6756384e+02	   5.4265144e+00	   5.9950180e+00	   8.5915843e+00	
   2.7066521e+02	   5.4453081e+00	   6.0157807e+00	   8.6213397e+00	
   2.7380252e+02	   5.4641669e+00	   6.0366152e+00	   8.6511982e+00	
   2.7697619e+02	   5.4830911e+00	   6.0575220e+00	   8.6811600e+00	
   2.8018666e+02	   5.5020808e+00	   6.0785011e+00	   8.7112257e+00	
   2.8343433e+02	   5.5211362e+00	   6.0995529e+00	   8.7413954e+00	
   2.8671965e+02	   5.5402577e+00	   6.1206776e+00	   8.7716696e+00	
   2.9004305e+02	   5.5594454e+00	   6.1418754e+00	   8.8020487e+00	
   2.9340497e+02	   5.5786995e+00	   6.1631467e+00	   8.8325330e+00	
   2.9680586e+02	   5.5980203e+00	   6.1844916e+00	   8.8631229e+00	
   3.0024617e+02	   5.6174080e+00	   6.2059105e+00	   8.8938187e+00	
   3.0372636e+02	   5.6368629e+00	   6.2274035e+00	   8.9246208e+00	
   3.0724688e+02	   5.6563852e+00	   6.2489710e+00	   8.9555297e+00	
   3.1080822e+02	   5.6759750e+00	   6.2706132e+00	   8.9865455e+00	
   3.1441083e+02	   5.6956327e+00	   6.2923303e+00	   9.0176688e+00	
   3.1805520e+02	   5.7153585e+00	   6.3141227e+00	   9.0488998e+00	
   3.2174182e+02	   5.7351526e+00	   6.3359905e+00	   9.0802391e+00	
   3.2547116e+02	   5.7550153e+00	   6.3579340e+00	   9.1116868e+00	
   3.2924373e+02	   5.7749467e+00	   6.3799536e+00	   9.1432435e+00	
   3.3306003e+02	   5.7949472e+00	   6.4020494e+00	   9.1749094e+00	
   3.3692057e+02	   5.8150170e+00	   6.4242217e+00	   9.2066851e+00	
   3.4082585e+02	   5.8351562e+00	   6.4464709e+00	   9.2385708e+00	
   3.4477641e+02	   5.8553652e+00	   6.4687970e+00	   9.2705669e+00	
   3.4877275e+02	   5.8756442e+00	   6.4912005e+00	   9.3026738e+00	
   3.5281541e+02	   5.8959934e+00	   6.5136816e+00	   9.3348919e+00	
   3.5690493e+02	   5.9164131e+00	   6.5362406e+00	   9.3672216e+00	
   3.6104186e+02	   5.9369036e+00	   6.5588777e+00	   9.3996633e+00	
   3.6522674e+02	   5.9574650e+00	   6.5815932e+00	   9.4322173e+00	
   3.6946012e+02	   5.9780976e+00	   6.6043873e+00	   9.4648841e+00	
   3.7374257e+02	   5.9988016e+00	   6.6272604e+00	   9.4976640e+00	
   3.7807467e+02	   6.0195774e+00	   6.6502127e+00	   9.5305574e+00	
   3.8245697e+02	   6.0404251e+00	   6.6732445e+00	   9.5635648e+00	
   3.8689007e+02	   6.0613450e+00	   6.6963561e+00	   9.5966865e+00	
   3.9137456e+02	   6.0823374e+00	   6.7195477e+00	   9.6299228e+00	
   3.9591103e+02	   6.1034024e+00	   6.7428196e+00	   9.6632743e+00	
   4.0050008e+02	   6.1245405e+00	   6.7661722e+00	   9.6967413e+00	
   4.0514232e+02	   6.1457517e+00	   6.7896056e+00	   9.7303242e+00	
   4.0983837e+02	   6.1670364e+00	   6.8131202e+00	   9.7640234e+00	
   4.1458885e+02	   6.1883948e+00	   6.8367162e+00	   9.7978394e+00	
   4.1939440e+02	   6.2098272e+00	   6.8603939e+00	   9.8317724e+00	
   4.2425564e+02	   6.2313338e+00	   6.8841536e+00	   9.8658230e+00	
   4.2917324e+02	   6.2529149e+00	   6.9079956e+00	   9.8999915e+00	
   4.3414783e+02	   6.2745707e+00	   6.9319202e+00	   9.9342783e+00	
   4.3918009e+02	   6.2963016e+00	   6.9559277e+00	   9.9686838e+00	
   4.4427067e+02	   6.3181077e+00	   6.9800183e+00	   1.0003209e+01	
   4.4942027e+02	   6.3399893e+00	   7.0041923e+00	   1.0037853e+01	
   4.5462955e+02	   6.3619467e+00	   7.0284500e+00	   1.0072617e+01	
   4.5989921e+02	   6.3839801e+00	   7.0527918e+00	   1.0107502e+01	
   4.6522995e+02	   6.4060899e+00	   7.0772179e+00	   1.0142507e+01	
   4.7062248e+02	   6.4282762e+00	   7.1017285e+00	   1.0177634e+01	
   4.7607752e+02	   6.4505394e+00	   7.1263241e+00	   1.0212882e+01	
   4.8159579e+02	   6.4728797e+00	   7.1510048e+00	   1.0248253e+01	
   4.8717802e+02	   6.4952973e+00	   7.1757710e+00	   1.0283746e+01	
   4.9282496e+02	   6.5177926e+00	   7.2006230e+00	   1.0319362e+01	
   4.9853735e+02	   6.5403658e+00	   7.2255610e+00	   1.0355101e+01	
   5.0431595e+02	   6.5630171e+00	   7.2505854e+00	   1.0390964e+01	
   5.1016153e+02	   6.5857470e+00	   7.2756965e+00	   1.0426951e+01	
   5.1607487e+02	   6.6085555e+00	   7.3008946e+00	   1.0463063e+01	
   5.2205675e+02	   6.6314430e+00	   7.3261799e+00	   1.0499300e+01	
   5.2810797e+02	   6.6544098e+00	   7.3515528e+00	   1.0535662e+01	
   5.3422933e+02	   6.6774562e+00	   7.3770136e+00	   1.0572151e+01	
   5.4042164e+02	   6.7005823e+00	   7.4025625e+00	   1.0608766e+01	
   5.4668573e+02	   6.7237886e+00	   7.4282000e+00	   1.0645507e+01	
   5.5302243e+02	   6.7470752e+00	   7.4539262e+00	   1.0682376e+01	
   5.5943257e+02	   6.7704425e+00	   7.4797415e+00	   1.0719372e+01	
   5.6591702e+02	   6.7938907e+00	   7.5056462e+00	   1.0756497e+01	
   5.7247662e+02	   6.8174201e+00	   7.5316407e+00	   1.0793750e+01	
   5.7911226e+02	   6.8410310e+00	   7.5577251e+00	   1.0831132e+01	
   5.8582482e+02	   6.8647236e+00	   7.5838999e+00	   1.0868644e+01	
   5.9261518e+02	   6.8884984e+00	   7.6101654e+00	   1.0906285e+01	
   5.9948425e+02	   6.9123554e+00	   7.6365218e+00	   1.0944057e+01	
   6.0643294e+02	   6.9362951e+00	   7.6629695e+00	   1.0981960e+01	
   6.1346217e+02	   6.9603177e+00	   7.6895088e+00	   1.1019994e+01	
   6.2057288e+02	   6.9844235e+00	   7.7161401e+00	   1.1058160e+01	
   6.2776601e+02	   7.0086128e+00	   7.7428635e+00	   1.1096458e+01	
   6.3504252e+02	   7.0328858e+00	   7.7696795e+00	   1.1134888e+01	
   6.4240337e+02	   7.0572430e+00	   7.7965884e+00	   1.1173452e+01	
   6.4984954e+02	   7.0816845e+00	   7.8235905e+00	   1.1212149e+01	
   6.5738201e+02	   7.1062106e+00	   7.8506860e+00	   1.1250981e+01	
   6.6500180e+02	   7.1308217e+00	   7.8778755e+00	   1.1289946e+01	
   6.7270991e+02	   7.1555180e+00	   7.9051591e+00	   1.1329047e+01	
   6.8050737e+02	   7.1802998e+00	   7.9325371e+00	   1.1368283e+01	
   6.8839521e+02	   7.2051675e+00	   7.9600100e+00	   1.1407655e+01	
   6.9637447e+02	   7.2301212e+00	   7.9875781e+00	   1.1447163e+01	
   7.0444623e+02	   7.2551615e+00	   8.0152416e+00	   1.1486809e+01	
   7.1261154e+02	   7.2802884e+00	   8.0430010e+00	   1.1526591e+01	
   7.2087150e+02	   7.3055024e+00	   8.0708564e+00	   1.1566511e+01	
   7.2922721e+02	   7.3308036e+00	   8.0988084e+00	   1.1606570e+01	
   7.3767976e+02	   7.3561925e+00	   8.1268571e+00	   1.1646767e+01	
   7.4623029e+02	   7.3816694e+00	   8.1550030e+00	   1.1687104e+01	
   7.5487993e+02	   7.4072345e+00	   8.1832464e+00	   1.1727580e+01	
   7.6362983e+02	   7.4328881e+00	   8.2115876e+00	   1.1768196e+01	
   7.7248115e+02	   7.4586305e+00	   8.2400269e+00	   1.1808953e+01	
   7.8143506e+02	   7.4844621e+00	   8.2685648e+00	   1.1849851e+01	
   7.9049276e+02	   7.5103832e+00	   8.2972014e+00	   1.1890891e+01	
   7.9965545e+02	   7.5363941e+00	   8.3259373e+00	   1.1932073e+01	
   8.0892435e+02	   7.5624950e+00	   8.3547727e+00	   1.1973398e+01	
   8.1830068e+02	   7.5886863e+00	   8.3837079e+00	   1.2014865e+01	
   8.2778570e+02	   7.6149684e+00	   8.4127433e+00	   1.2056477e+01	
   8.3738065e+02	   7.6413414e+00	   8.4418794e+00	   1.2098232e+01	
   8.4708683e+02	   7.6678058e+00	   8.4711163e+00	   1.2140132e+01	
   8.5690551e+02	   7.6943619e+00	   8.5004544e+00	   1.2182177e+01	
   8.6683799e+02	   7.7210099e+00	   8.5298942e+00	   1.2224368e+01	
   8.7688561e+02	   7.7477502e+00	   8.5594360e+00	   1.2266705e+01	
   8.8704969e+02	   7.7745831e+00	   8.5890800e+00	   1.2309188e+01	
   8.9733158e+02	   7.8015090e+00	   8.6188267e+00	   1.2351819e+01	
   9.0773265e+02	   7.8285281e+00	   8.6486765e+00	   1.2394597e+01	
   9.1825428e+02	   7.8556408e+00	   8.6786296e+00	   1.2437524e+01	
   9.2889787e+02	   7.8828474e+00	   8.7086865e+00	   1.2480599e+01	
   9.3966483e+02	   7.9101482e+00	   8.7388474e+00	   1.2523823e+01	
   9.5055659e+02	   7.9375435e+00	   8.7691128e+00	   1.2567197e+01	
   9.6157460e+02	   7.9650338e+00	   8.7994831e+00	   1.2610721e+01	
   9.7272032e+02	   7.9926192e+00	   8.8299585e+00	   1.2654396e+01	
   9.8399523e+02	   8.0203002e+00	   8.8605394e+00	   1.2698222e+01	
   9.9540083e+02	   8.0480771e+00	   8.8912263e+00	   1.2742200e+01	
   1.0069386e+03	   8.0759501e+00	   8.9220194e+00	   1.2786331e+01	
   1.0186102e+03	   8.1039197e+00	   8.9529192e+00	   1.2830614e+01	
   1.0304170e+03	   8.1319862e+00	   8.9839260e+00	   1.2875050e+01	
   1.0423607e+03	   8.1601498e+00	   9.0150402e+00	   1.2919641e+01	
   1.0544428e+03	   8.1884110e+00	   9.0462622e+00	   1.2964386e+01	
   1.0666650e+03	   8.2167701e+00	   9.0775923e+00	   1.3009285e+01	
   1.0790288e+03	   8.2452274e+00	   9.1090309e+00	   1.3054341e+01	
   1.0915359e+03	   8.2737832e+00	   9.1405784e+00	   1.3099552e+01	
   1.1041881e+03	   8.3024380e+00	   9.1722351e+00	   1.3144920e+01	
   1.1169868e+03	   8.3311920e+00	   9.2040015e+00	   1.3190445e+01	
   1.1299339e+03	   8.3600455e+00	   9.2358778e+00	   1.3236128e+01	
   1.1430311e+03	   8.3889990e+00	   9.2678646e+00	   1.3281969e+01	
   1.1562801e+03	   8.4180528e+00	   9.2999622e+00	   1.3327968e+01	
   1.1696827e+03	   8.4472072e+00	   9.3321709e+00	   1.3374127e+01	
   1.1832406e+03	   8.4764626e+00	   9.3644912e+00	   1.3420446e+01	
   1.1969557e+03	   8.5058193e+00	   9.3969234e+00	   1.3466925e+01	
   1.2108298e+03	   8.5352776e+00	   9.4294680e+00	   1.3513566e+01	
   1.2248646e+03	   8.5648380e+00	   9.4621252e+00	   1.3560367e+01	
   1.2390622e+03	   8.5945008e+00	   9.4948956e+00	   1.3607331e+01	
   1.2534243e+03	   8.6242663e+00	   9.5277794e+00	   1.3654458e+01	
   1.2679528e+03	   8.6541349e+00	   9.5607771e+00	   1.3701748e+01	
   1.2826498e+03	   8.6841069e+00	   9.5938892e+00	   1.3749201e+01	
   1.2975172e+03	   8.7141827e+00	   9.6271159e+00	   1.3796819e+01	
   1.3125568e+03	   8.7443627e+00	   9.6604576e+00	   1.3844602e+01	
   1.3277708e+03	   8.7746472e+00	   9.6939149e+00	   1.3892550e+01	
   1.3431612e+03	   8.8050366e+00	   9.7274880e+00	   1.3940664e+01	
   1.3587299e+03	   8.8355313e+00	   9.7611774e+00	   1.3988945e+01	
   1.3744791e+03	   8.8661315e+00	   9.7949834e+00	   1.4037393e+01	
   1.3904108e+03	   8.8968378e+00	   9.8289066e+00	   1.4086009e+01	
   1.4065272e+03	   8.9276503e+00	   9.8629472e+00	   1.4134794e+01	
   1.4228305e+03	   8.9585696e+00	   9.8971057e+00	   1.4183747e+01	
   1.4393226e+03	   8.9895960e+00	   9.9313826e+00	   1.4232870e+01	
   1.4560060e+03	   9.0207298e+00	   9.9657781e+00	   1.4282163e+01	
   1.4728827e+03	   9.0519715e+00	   1.0000293e+01	   1.4331626e+01	
   1.4899551e+03	   9.0833214e+00	   1.0034927e+01	   1.4381261e+01	
   1.5072253e+03	   9.1147798e+00	   1.0069681e+01	   1.4431068e+01	
   1.5246957e+03	   9.1463472e+00	   1.0104556e+01	   1.4481048e+01	
   1.5423686e+03	   9.1780239e+00	   1.0139551e+01	   1.4531200e+01	
   1.5602464e+03	   9.2098103e+00	   1.0174667e+01	   1.4581526e+01	
   1.5783314e+03	   9.2417068e+00	   1.0209906e+01	   1.4632027e+01	
   1.5966260e+03	   9.2737138e+00	   1.0245266e+01	   1.4682702e+01	
   1.6151327e+03	   9.3058316e+00	   1.0280748e+01	   1.4733553e+01	
   1.6338539e+03	   9.3380607e+00	   1.0316354e+01	   1.4784580e+01	
   1.6527921e+03	   9.3704014e+00	   1.0352083e+01	   1.4835784e+01	
   1.6719498e+03	   9.4028540e+00	   1.0387935e+01	   1.4887165e+01	
   1.6913295e+03	   9.4354191e+00	   1.0423912e+01	   1.4938724e+01	
   1.7109339e+03	   9.4680970e+00	   1.0460013e+01	   1.4990461e+01	
   1.7307655e+03	   9.5008880e+00	   1.0496240e+01	   1.5042378e+01	
   1.7508270e+03	   9.5337926e+00	   1.0532591e+01	   1.5094475e+01	
   1.7711211e+03	   9.5668112e+00	   1.0569069e+01	   1.5146752e+01	
   1.7916503e+03	   9.5999441e+00	   1.0605673e+01	   1.5199210e+01	
   1.8124175e+03	   9.6331918e+00	   1.0642404e+01	   1.5251849e+01	
   1.8334255e+03	   9.6665546e+00	   1.0679262e+01	   1.5304671e+01	
   1.8546769e+03	   9.7000329e+00	   1.0716248e+01	   1.5357676e+01	
   1.8761747e+03	   9.7336272e+00	   1.0753362e+01	   1.5410865e+01	
   1.8979216e+03	   9.7673379e+00	   1.0790604e+01	   1.5464238e+01	
   1.9199207e+03	   9.8011653e+00	   1.0827975e+01	   1.5517795e+01	
   1.9421747e+03	   9.8351098e+00	   1.0865476e+01	   1.5571538e+01	
   1.9646866e+03	   9.8691719e+00	   1.0903106e+01	   1.5625467e+01	
   1.9874595e+03	   9.9033520e+00	   1.0940867e+01	   1.5679583e+01	
   2.0104964e+03	   9.9376505e+00	   1.0978759e+01	   1.5733887e+01	
   2.0338003e+03	   9.9720677e+00	   1.1016782e+01	   1.5788378e+01	
   2.0573743e+03	   1.0006604e+01	   1.1054937e+01	   1.5843058e+01	
   2.0812216e+03	   1.0041260e+01	   1.1093223e+01	   1.5897928e+01	
   2.1053452e+03	   1.0076036e+01	   1.1131643e+01	   1.5952988e+01	
   2.1297485e+03	   1.0110933e+01	   1.1170195e+01	   1.6008238e+01	
   2.1544347e+03	   1.0145950e+01	   1.1208881e+01	   1.6063679e+01	
   2.1794070e+03	   1.0181089e+01	   1.1247701e+01	   1.6119313e+01	
   2.2046687e+03	   1.0216349e+01	   1.1286655e+01	   1.6175139e+01	
   2.2302233e+03	   1.0251732e+01	   1.1325745e+01	   1.6231159e+01	
   2.2560741e+03	   1.0287237e+01	   1.1364969e+01	   1.6287373e+01	
   2.2822245e+03	   1.0322865e+01	   1.1404330e+01	   1.6343781e+01	
   2.3086780e+03	   1.0358616e+01	   1.1443827e+01	   1.6400385e+01	
   2.3354381e+03	   1.0394491e+01	   1.1483460e+01	   1.6457185e+01	
   2.3625085e+03	   1.0430491e+01	   1.1523231e+01	   1.6514181e+01	
   2.3898926e+03	   1.0466615e+01	   1.1563140e+01	   1.6571375e+01	
   2.4175941e+03	   1.0502864e+01	   1.1603187e+01	   1.6628767e+01	
   2.4456167e+03	   1.0539239e+01	   1.1643372e+01	   1.6686358e+01	
   2.4739641e+03	   1.0575740e+01	   1.1683697e+01	   1.6744148e+01	
   2.5026401e+03	   1.0612367e+01	   1.1724161e+01	   1.6802138e+01	
   2.5316485e+03	   1.0649121e+01	   1.1764766e+01	   1.6860329e+01	
