price	lev1	lev3	levCnt1
   2.5225225e+03   1.3017857e+00   2.2071429e+00   1.5850233e+00
   2.5315315e+03   1.3024911e+00   2.2099644e+00   1.5878437e+00
   2.5405405e+03   1.3031915e+00   2.2127660e+00   1.5906590e+00
   2.5495495e+03   1.3038869e+00   2.2155477e+00   1.5934693e+00
   2.5585586e+03   1.3045775e+00   2.2183099e+00   1.5962747e+00
   2.5675676e+03   1.3052632e+00   2.2210526e+00   1.5990752e+00
   2.5765766e+03   1.3059441e+00   2.2237762e+00   1.6018708e+00
   2.5855856e+03   1.3066202e+00   2.2264808e+00   1.6046615e+00
   2.5945946e+03   1.3072917e+00   2.2291667e+00   1.6074474e+00
   2.6036036e+03   1.3079585e+00   2.2318339e+00   1.6102284e+00
   2.6126126e+03   1.3086207e+00   2.2344828e+00   1.6130047e+00
   2.6216216e+03   1.3092784e+00   2.2371134e+00   1.6157762e+00
   2.6306306e+03   1.3099315e+00   2.2397260e+00   1.6185429e+00
   2.6396396e+03   1.3105802e+00   2.2423208e+00   1.6213049e+00
   2.6486486e+03   1.3112245e+00   2.2448980e+00   1.6240623e+00
   2.6576577e+03   1.3118644e+00   2.2474576e+00   1.6268149e+00
   2.6666667e+03   1.3125000e+00   2.2500000e+00   1.6295629e+00
   2.6756757e+03   1.3131313e+00   2.2525253e+00   1.6323063e+00
   2.6846847e+03   1.3137584e+00   2.2550336e+00   1.6350451e+00
   2.6936937e+03   1.3143813e+00   2.2575251e+00   1.6377792e+00
   2.7027027e+03   1.3150000e+00   2.2600000e+00   1.6405089e+00
   2.7117117e+03   1.3156146e+00   2.2624585e+00   1.6432340e+00
   2.7207207e+03   1.3162252e+00   2.2649007e+00   1.6459546e+00
   2.7297297e+03   1.3168317e+00   2.2673267e+00   1.6486707e+00
   2.7387387e+03   1.3174342e+00   2.2697368e+00   1.6513823e+00
   2.7477477e+03   1.3180328e+00   2.2721311e+00   1.6540895e+00
   2.7567568e+03   1.3186275e+00   2.2745098e+00   1.6567922e+00
   2.7657658e+03   1.3192182e+00   2.2768730e+00   1.6594906e+00
   2.7747748e+03   1.3198052e+00   2.2792208e+00   1.6621846e+00
   2.7837838e+03   1.3203883e+00   2.2815534e+00   1.6648742e+00
   2.7927928e+03   1.3209677e+00   2.2838710e+00   1.6675595e+00
   2.8018018e+03   1.3215434e+00   2.2861736e+00   1.6702404e+00
   2.8108108e+03   1.3221154e+00   2.2884615e+00   1.6729171e+00
   2.8198198e+03   1.3226837e+00   2.2907348e+00   1.6755895e+00
   2.8288288e+03   1.3232484e+00   2.2929936e+00   1.6782576e+00
   2.8378378e+03   1.3238095e+00   2.2952381e+00   1.6809215e+00
   2.8468468e+03   1.3243671e+00   2.2974684e+00   1.6835812e+00
   2.8558559e+03   1.3249211e+00   2.2996845e+00   1.6862367e+00
   2.8648649e+03   1.3254717e+00   2.3018868e+00   1.6888880e+00
   2.8738739e+03   1.3260188e+00   2.3040752e+00   1.6915352e+00
   2.8828829e+03   1.3265625e+00   2.3062500e+00   1.6941782e+00
   2.8918919e+03   1.3271028e+00   2.3084112e+00   1.6968171e+00
   2.9009009e+03   1.3276398e+00   2.3105590e+00   1.6994519e+00
   2.9099099e+03   1.3281734e+00   2.3126935e+00   1.7020826e+00
   2.9189189e+03   1.3287037e+00   2.3148148e+00   1.7047093e+00
   2.9279279e+03   1.3292308e+00   2.3169231e+00   1.7073319e+00
   2.9369369e+03   1.3297546e+00   2.3190184e+00   1.7099506e+00
   2.9459459e+03   1.3302752e+00   2.3211009e+00   1.7125652e+00
   2.9549550e+03   1.3307927e+00   2.3231707e+00   1.7151758e+00
   2.9639640e+03   1.3313070e+00   2.3252280e+00   1.7177824e+00
   2.9729730e+03   1.3318182e+00   2.3272727e+00   1.7203851e+00
   2.9819820e+03   1.3323263e+00   2.3293051e+00   1.7229839e+00
   2.9909910e+03   1.3328313e+00   2.3313253e+00   1.7255788e+00
   3.0000000e+03   1.3333333e+00   2.3333333e+00   1.7281697e+00
   3.0090090e+03   1.3338323e+00   2.3353293e+00   1.7307568e+00
   3.0180180e+03   1.3343284e+00   2.3373134e+00   1.7333400e+00
   3.0270270e+03   1.3348214e+00   2.3392857e+00   1.7359194e+00
   3.0360360e+03   1.3353116e+00   2.3412463e+00   1.7384949e+00
   3.0450450e+03   1.3357988e+00   2.3431953e+00   1.7410667e+00
   3.0540541e+03   1.3362832e+00   2.3451327e+00   1.7436346e+00
   3.0630631e+03   1.3367647e+00   2.3470588e+00   1.7461988e+00
   3.0720721e+03   1.3372434e+00   2.3489736e+00   1.7487592e+00
   3.0810811e+03   1.3377193e+00   2.3508772e+00   1.7513159e+00
   3.0900901e+03   1.3381924e+00   2.3527697e+00   1.7538688e+00
   3.0990991e+03   1.3386628e+00   2.3546512e+00   1.7564180e+00
   3.1081081e+03   1.3391304e+00   2.3565217e+00   1.7589636e+00
   3.1171171e+03   1.3395954e+00   2.3583815e+00   1.7615054e+00
   3.1261261e+03   1.3400576e+00   2.3602305e+00   1.7640436e+00
   3.1351351e+03   1.3405172e+00   2.3620690e+00   1.7665782e+00
   3.1441441e+03   1.3409742e+00   2.3638968e+00   1.7691091e+00
   3.1531532e+03   1.3414286e+00   2.3657143e+00   1.7716364e+00
   3.1621622e+03   1.3418803e+00   2.3675214e+00   1.7741601e+00
   3.1711712e+03   1.3423295e+00   2.3693182e+00   1.7766802e+00
   3.1801802e+03   1.3427762e+00   2.3711048e+00   1.7791967e+00
   3.1891892e+03   1.3432203e+00   2.3728814e+00   1.7817097e+00
   3.1981982e+03   1.3436620e+00   2.3746479e+00   1.7842192e+00
   3.2072072e+03   1.3441011e+00   2.3764045e+00   1.7867251e+00
   3.2162162e+03   1.3445378e+00   2.3781513e+00   1.7892275e+00
   3.2252252e+03   1.3449721e+00   2.3798883e+00   1.7917264e+00
   3.2342342e+03   1.3454039e+00   2.3816156e+00   1.7942219e+00
   3.2432432e+03   1.3458333e+00   2.3833333e+00   1.7967138e+00
   3.2522523e+03   1.3462604e+00   2.3850416e+00   1.7992024e+00
   3.2612613e+03   1.3466851e+00   2.3867403e+00   1.8016874e+00
   3.2702703e+03   1.3471074e+00   2.3884298e+00   1.8041691e+00
   3.2792793e+03   1.3475275e+00   2.3901099e+00   1.8066474e+00
   3.2882883e+03   1.3479452e+00   2.3917808e+00   1.8091222e+00
   3.2972973e+03   1.3483607e+00   2.3934426e+00   1.8115937e+00
   3.3063063e+03   1.3487738e+00   2.3950954e+00   1.8140618e+00
   3.3153153e+03   1.3491848e+00   2.3967391e+00   1.8165266e+00
   3.3243243e+03   1.3495935e+00   2.3983740e+00   1.8189880e+00
   3.3333333e+03   1.3500000e+00   2.4000000e+00   1.8214461e+00
   3.3423423e+03   1.3504043e+00   2.4016173e+00   1.8239009e+00
   3.3513514e+03   1.3508065e+00   2.4032258e+00   1.8263523e+00
   3.3603604e+03   1.3512064e+00   2.4048257e+00   1.8288005e+00
   3.3693694e+03   1.3516043e+00   2.4064171e+00   1.8312455e+00
   3.3783784e+03   1.3520000e+00   2.4080000e+00   1.8336871e+00
   3.3873874e+03   1.3523936e+00   2.4095745e+00   1.8361255e+00
   3.3963964e+03   1.3527851e+00   2.4111406e+00   1.8385607e+00
   3.4054054e+03   1.3531746e+00   2.4126984e+00   1.8409927e+00
   3.4144144e+03   1.3535620e+00   2.4142480e+00   1.8434214e+00
   3.4234234e+03   1.3539474e+00   2.4157895e+00   1.8458470e+00
   3.4324324e+03   1.3543307e+00   2.4173228e+00   1.8482693e+00
   3.4414414e+03   1.3547120e+00   2.4188482e+00   1.8506885e+00
   3.4504505e+03   1.3550914e+00   2.4203655e+00   1.8531046e+00
   3.4594595e+03   1.3554688e+00   2.4218750e+00   1.8555175e+00
   3.4684685e+03   1.3558442e+00   2.4233766e+00   1.8579272e+00
   3.4774775e+03   1.3562176e+00   2.4248705e+00   1.8603339e+00
   3.4864865e+03   1.3565891e+00   2.4263566e+00   1.8627374e+00
   3.4954955e+03   1.3569588e+00   2.4278351e+00   1.8651379e+00
   3.5045045e+03   1.3573265e+00   2.4293059e+00   1.8675352e+00
   3.5135135e+03   1.3576923e+00   2.4307692e+00   1.8699295e+00
   3.5225225e+03   1.3580563e+00   2.4322251e+00   1.8723207e+00
   3.5315315e+03   1.3584184e+00   2.4336735e+00   1.8747089e+00
   3.5405405e+03   1.3587786e+00   2.4351145e+00   1.8770940e+00
   3.5495495e+03   1.3591371e+00   2.4365482e+00   1.8794761e+00
   3.5585586e+03   1.3594937e+00   2.4379747e+00   1.8818552e+00
   3.5675676e+03   1.3598485e+00   2.4393939e+00   1.8842312e+00
   3.5765766e+03   1.3602015e+00   2.4408060e+00   1.8866043e+00
   3.5855856e+03   1.3605528e+00   2.4422111e+00   1.8889744e+00
   3.5945946e+03   1.3609023e+00   2.4436090e+00   1.8913416e+00
   3.6036036e+03   1.3612500e+00   2.4450000e+00   1.8937058e+00
   3.6126126e+03   1.3615960e+00   2.4463840e+00   1.8960670e+00
   3.6216216e+03   1.3619403e+00   2.4477612e+00   1.8984253e+00
   3.6306306e+03   1.3622829e+00   2.4491315e+00   1.9007806e+00
   3.6396396e+03   1.3626238e+00   2.4504950e+00   1.9031331e+00
   3.6486486e+03   1.3629630e+00   2.4518519e+00   1.9054826e+00
   3.6576577e+03   1.3633005e+00   2.4532020e+00   1.9078293e+00
   3.6666667e+03   1.3636364e+00   2.4545455e+00   1.9101731e+00
   3.6756757e+03   1.3639706e+00   2.4558824e+00   1.9125140e+00
   3.6846847e+03   1.3643032e+00   2.4572127e+00   1.9148520e+00
   3.6936937e+03   1.3646341e+00   2.4585366e+00   1.9171872e+00
   3.7027027e+03   1.3649635e+00   2.4598540e+00   1.9195195e+00
   3.7117117e+03   1.3652913e+00   2.4611650e+00   1.9218490e+00
   3.7207207e+03   1.3656174e+00   2.4624697e+00   1.9241757e+00
   3.7297297e+03   1.3659420e+00   2.4637681e+00   1.9264996e+00
   3.7387387e+03   1.3662651e+00   2.4650602e+00   1.9288207e+00
   3.7477477e+03   1.3665865e+00   2.4663462e+00   1.9311390e+00
   3.7567568e+03   1.3669065e+00   2.4676259e+00   1.9334545e+00
   3.7657658e+03   1.3672249e+00   2.4688995e+00   1.9357673e+00
   3.7747748e+03   1.3675418e+00   2.4701671e+00   1.9380772e+00
   3.7837838e+03   1.3678571e+00   2.4714286e+00   1.9403845e+00
   3.7927928e+03   1.3681710e+00   2.4726841e+00   1.9426890e+00
   3.8018018e+03   1.3684834e+00   2.4739336e+00   1.9449907e+00
   3.8108108e+03   1.3687943e+00   2.4751773e+00   1.9472898e+00
   3.8198198e+03   1.3691038e+00   2.4764151e+00   1.9495861e+00
   3.8288288e+03   1.3694118e+00   2.4776471e+00   1.9518797e+00
   3.8378378e+03   1.3697183e+00   2.4788732e+00   1.9541707e+00
   3.8468468e+03   1.3700234e+00   2.4800937e+00   1.9564589e+00
   3.8558559e+03   1.3703271e+00   2.4813084e+00   1.9587445e+00
   3.8648649e+03   1.3706294e+00   2.4825175e+00   1.9610274e+00
   3.8738739e+03   1.3709302e+00   2.4837209e+00   1.9633077e+00
   3.8828829e+03   1.3712297e+00   2.4849188e+00   1.9655853e+00
   3.8918919e+03   1.3715278e+00   2.4861111e+00   1.9678603e+00
   3.9009009e+03   1.3718245e+00   2.4872979e+00   1.9701327e+00
   3.9099099e+03   1.3721198e+00   2.4884793e+00   1.9724024e+00
   3.9189189e+03   1.3724138e+00   2.4896552e+00   1.9746695e+00
   3.9279279e+03   1.3727064e+00   2.4908257e+00   1.9769341e+00
   3.9369369e+03   1.3729977e+00   2.4919908e+00   1.9791960e+00
   3.9459459e+03   1.3732877e+00   2.4931507e+00   1.9814554e+00
   3.9549550e+03   1.3735763e+00   2.4943052e+00   1.9837121e+00
   3.9639640e+03   1.3738636e+00   2.4954545e+00   1.9859664e+00
   3.9729730e+03   1.3741497e+00   2.4965986e+00   1.9882180e+00
   3.9819820e+03   1.3744344e+00   2.4977376e+00   1.9904671e+00
   3.9909910e+03   1.3747178e+00   2.4988713e+00   1.9927137e+00
   4.0000000e+03   1.3750000e+00   2.5000000e+00   1.9949578e+00
   4.0090090e+03   1.3752809e+00   2.5011236e+00   1.9971993e+00
   4.0180180e+03   1.3755605e+00   2.5022422e+00   1.9994383e+00
   4.0270270e+03   1.3758389e+00   2.5033557e+00   2.0016748e+00
   4.0360360e+03   1.3761161e+00   2.5044643e+00   2.0039088e+00
   4.0450450e+03   1.3763920e+00   2.5055679e+00   2.0061403e+00
   4.0540541e+03   1.3766667e+00   2.5066667e+00   2.0083694e+00
   4.0630631e+03   1.3769401e+00   2.5077605e+00   2.0105960e+00
   4.0720721e+03   1.3772124e+00   2.5088496e+00   2.0128201e+00
   4.0810811e+03   1.3774834e+00   2.5099338e+00   2.0150417e+00
   4.0900901e+03   1.3777533e+00   2.5110132e+00   2.0172609e+00
   4.0990991e+03   1.3780220e+00   2.5120879e+00   2.0194777e+00
   4.1081081e+03   1.3782895e+00   2.5131579e+00   2.0216920e+00
   4.1171171e+03   1.3785558e+00   2.5142232e+00   2.0239040e+00
   4.1261261e+03   1.3788210e+00   2.5152838e+00   2.0261135e+00
   4.1351351e+03   1.3790850e+00   2.5163399e+00   2.0283206e+00
   4.1441441e+03   1.3793478e+00   2.5173913e+00   2.0305253e+00
   4.1531532e+03   1.3796095e+00   2.5184382e+00   2.0327276e+00
   4.1621622e+03   1.3798701e+00   2.5194805e+00   2.0349275e+00
   4.1711712e+03   1.3801296e+00   2.5205184e+00   2.0371250e+00
   4.1801802e+03   1.3803879e+00   2.5215517e+00   2.0393202e+00
   4.1891892e+03   1.3806452e+00   2.5225806e+00   2.0415130e+00
   4.1981982e+03   1.3809013e+00   2.5236052e+00   2.0437035e+00
   4.2072072e+03   1.3811563e+00   2.5246253e+00   2.0458916e+00
   4.2162162e+03   1.3814103e+00   2.5256410e+00   2.0480774e+00
   4.2252252e+03   1.3816631e+00   2.5266525e+00   2.0502608e+00
   4.2342342e+03   1.3819149e+00   2.5276596e+00   2.0524420e+00
   4.2432432e+03   1.3821656e+00   2.5286624e+00   2.0546208e+00
   4.2522523e+03   1.3824153e+00   2.5296610e+00   2.0567973e+00
   4.2612613e+03   1.3826638e+00   2.5306554e+00   2.0589715e+00
   4.2702703e+03   1.3829114e+00   2.5316456e+00   2.0611434e+00
   4.2792793e+03   1.3831579e+00   2.5326316e+00   2.0633130e+00
   4.2882883e+03   1.3834034e+00   2.5336134e+00   2.0654804e+00
   4.2972973e+03   1.3836478e+00   2.5345912e+00   2.0676454e+00
   4.3063063e+03   1.3838912e+00   2.5355649e+00   2.0698083e+00
   4.3153153e+03   1.3841336e+00   2.5365344e+00   2.0719688e+00
   4.3243243e+03   1.3843750e+00   2.5375000e+00   2.0741271e+00
   4.3333333e+03   1.3846154e+00   2.5384615e+00   2.0762832e+00
   4.3423423e+03   1.3848548e+00   2.5394191e+00   2.0784370e+00
   4.3513514e+03   1.3850932e+00   2.5403727e+00   2.0805886e+00
   4.3603604e+03   1.3853306e+00   2.5413223e+00   2.0827379e+00
   4.3693694e+03   1.3855670e+00   2.5422680e+00   2.0848851e+00
   4.3783784e+03   1.3858025e+00   2.5432099e+00   2.0870300e+00
